USER               PID  %CPU %MEM      VSZ    RSS   TT  STAT STARTED      TIME COMMAND
bach             15225   7.4 18.9 12329648 3178192   ??  S    10:56AM  26:03.18 /Applications/GoLand.app/Contents/MacOS/goland
bach               404   3.1  2.1  5555400 345932   ??  S     4:50PM  53:54.36 /Applications/Google Chrome.app/Contents/MacOS/Google Chrome -psn_0_86037
bach               408   2.3  1.0  5427188 165272   ??  S     4:50PM   2:48.93 /Applications/iTerm.app/Contents/MacOS/iTerm2 -psn_0_94231
bach               679   2.2  0.3 92639428  42832   ??  S     4:51PM  10:12.43 /Applications/Google Chrome.app/Contents/Versions/70.0.3538.102/Google Chrome Helper.app/Contents/MacOS/Goo
bach              1090   1.8  2.6  5643184 434524   ??  S     4:53PM  14:30.21 /Applications/Google Chrome.app/Contents/Versions/70.0.3538.102/Google Chrome Helper.app/Contents/MacOS/Goo
bach               630   0.0  0.1  4377676   9640   ??  S     4:50PM   0:00.04 /System/Library/CoreServices/Menu Extras/SafeEjectGPUExtra.menu/Contents/XPCServices/SafeEjectGPUService.xp
bach               625   0.0  0.0  4830540   8100   ??  S     4:50PM   0:00.02 SafeEjectGPUAgent
bach               589   0.0  0.1  4873768   8700   ??  Ss    4:50PM   0:00.12 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTL
bach               572   0.0  0.0  4859340   6656   ??  Ss    4:50PM   0:00.05 /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTL
bach               567   0.0  0.0  4333896   2512 s003  S     4:50PM   0:00.34 zsh
bach               559   0.0  0.1  4355752  17996 s003  Ss    4:50PM   0:00.06 /Applications/iTerm.app/Contents/MacOS/iTerm2 --server zsh
bach               554   0.0  0.0  4333896   2128 s002  S+    4:50PM   0:00.06 zsh
bach               550   0.0  0.1  4339368  17396 s002  Ss    4:50PM   0:00.06 /Applications/iTerm.app/Contents/MacOS/iTerm2 --server zsh
bach               539   0.0  0.0  4333896   2064 s001  S+    4:50PM   0:00.06 zsh
bach               537   0.0  0.1  4339368  17584 s001  Ss    4:50PM   0:00.06 /Applications/iTerm.app/Contents/MacOS/iTerm2 --server zsh
bach               532   0.0  0.1  4384968  15748   ??  S     4:50PM   0:00.71 /System/Library/PrivateFrameworks/CallHistory.framework/Support/CallHistoryPluginHelper
bach               530   0.0  0.0  4378292   7520   ??  Ss    4:50PM   0:00.09 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/M
bach               527   0.0  0.1  4332628   9340   ??  Ss    4:50PM   0:00.03 /Applications/Google Chrome.app/Contents/Versions/70.0.3538.102/Google Chrome Framework.framework/Versions/
